pubmed_id,title,journal,abstract,doi,authors
33436105,Bacterial but no SARS-CoV-2 contamination after terminal disinfection of tertiary care intensive care units treating COVID-19 patients.,Antimicrobial resistance and infection control,"In intensive care units (ICUs) treating patients with Coronavirus disease 2019 (COVID-19) invasive ventilation poses a high risk for aerosol and droplet formation. Surface contamination of severe acute respiratory syndrome Coronavirus 2 (SARS-CoV-2) or bacteria can result in nosocomial transmission.
Two tertiary care COVID-19 intensive care units treating 53 patients for 870 patient days were sampled after terminal cleaning and preparation for regular use to treat non-COVID-19 patients.
A total of 176 swabs were sampled of defined locations covering both ICUs. No SARS-CoV-2 ribonucleic acid (RNA) was detected. Gram-negative bacterial contamination was mainly linked to sinks and siphons. Skin flora was isolated from most swabbed areas and Enterococcus faecium was detected on two keyboards.
After basic cleaning with standard disinfection measures no remaining SARS-CoV-2 RNA was detected. Bacterial contamination was low and mainly localised in sinks and siphons.",10.1186/s13756-021-00885-z,"[{'lastname': 'Hofmaenner', 'firstname': 'Daniel A', 'initials': 'DA', 'affiliation': 'Institute of Intensive Care, University Hospital Zurich, Raemistrasse 100, CH-8091, Zurich, Switzerland.'}, {'lastname': 'Wendel Garcia', 'firstname': 'Pedro David', 'initials': 'PD', 'affiliation': 'Institute of Intensive Care, University Hospital Zurich, Raemistrasse 100, CH-8091, Zurich, Switzerland.'}, {'lastname': 'Duvnjak', 'firstname': 'Branko', 'initials': 'B', 'affiliation': 'Department of Infectious Diseases and Hospital Epidemiology, University Hospital Zurich, Raemistrasse 100, CH-8091, Zurich, Switzerland.'}, {'lastname': 'Chakrakodi', 'firstname': 'Bhavya', 'initials': 'B', 'affiliation': 'Department of Infectious Diseases and Hospital Epidemiology, University Hospital Zurich, Raemistrasse 100, CH-8091, Zurich, Switzerland.'}, {'lastname': 'Maier', 'firstname': 'Julian D', 'initials': 'JD', 'affiliation': 'Department of Infectious Diseases and Hospital Epidemiology, University Hospital Zurich, Raemistrasse 100, CH-8091, Zurich, Switzerland.'}, {'lastname': 'Huber', 'firstname': 'Michael', 'initials': 'M', 'affiliation': 'Institute of Medical Virology, University of Zurich, Winterthurerstrasse 190, CH-8057, Zurich, Switzerland.'}, {'lastname': 'Huder', 'firstname': 'Jon', 'initials': 'J', 'affiliation': 'Institute of Medical Virology, University of Zurich, Winterthurerstrasse 190, CH-8057, Zurich, Switzerland.'}, {'lastname': 'Wolfensberger', 'firstname': 'Aline', 'initials': 'A', 'affiliation': 'Department of Infectious Diseases and Hospital Epidemiology, University Hospital Zurich, Raemistrasse 100, CH-8091, Zurich, Switzerland.'}, {'lastname': 'Schreiber', 'firstname': 'Peter W', 'initials': 'PW', 'affiliation': 'Department of Infectious Diseases and Hospital Epidemiology, University Hospital Zurich, Raemistrasse 100, CH-8091, Zurich, Switzerland.'}, {'lastname': 'Schuepbach', 'firstname': 'Reto A', 'initials': 'RA', 'affiliation': 'Institute of Intensive Care, University Hospital Zurich, Raemistrasse 100, CH-8091, Zurich, Switzerland.'}, {'lastname': 'Zinkernagel', 'firstname': 'Annelies S', 'initials': 'AS', 'affiliation': 'Department of Infectious Diseases and Hospital Epidemiology, University Hospital Zurich, Raemistrasse 100, CH-8091, Zurich, Switzerland.'}, {'lastname': 'Buehler', 'firstname': 'Philipp K', 'initials': 'PK', 'affiliation': 'Institute of Intensive Care, University Hospital Zurich, Raemistrasse 100, CH-8091, Zurich, Switzerland.'}, {'lastname': 'Brugger', 'firstname': 'Silvio D', 'initials': 'SD', 'affiliation': 'Department of Infectious Diseases and Hospital Epidemiology, University Hospital Zurich, Raemistrasse 100, CH-8091, Zurich, Switzerland. silvio.brugger@usz.ch.'}, {'lastname': None, 'firstname': None, 'initials': None, 'affiliation': None}]"
33435259,"In Vitro Human Skin Penetration, Antioxidant and Antimicrobial Activity of Ethanol-Water Extract of Fireweed (","Molecules (Basel, Switzerland)",,10.3390/molecules26020329,"[{'lastname': 'Nowak', 'firstname': 'Anna', 'initials': 'A', 'affiliation': 'Department of Cosmetic and Pharmaceutical Chemistry, Pomeranian Medical University in Szczecin, PL-70111 Szczecin, Poland.'}, {'lastname': 'Cybulska', 'firstname': 'Krystyna', 'initials': 'K', 'affiliation': 'Department of Microbiology and Environmental Chemistry, Faculty of Environmental Management and Agriculture, West Pomeranian University of Technology, Szczecin, PL-71434 Szczecin, Poland.'}, {'lastname': 'Makuch', 'firstname': 'Edyta', 'initials': 'E', 'affiliation': 'Faculty of Chemical Technology and Engineering, Department of Chemical Organic Technology and Polymeric Materials, West Pomeranian University of Technology, Szczecin, PL-70322 Szczecin, Poland.'}, {'lastname': 'Kucharski', 'firstname': 'Łukasz', 'initials': 'Ł', 'affiliation': 'Department of Cosmetic and Pharmaceutical Chemistry, Pomeranian Medical University in Szczecin, PL-70111 Szczecin, Poland.'}, {'lastname': 'Różewicka-Czabańska', 'firstname': 'Monika', 'initials': 'M', 'affiliation': 'Clinic of Skin and Venereal Diseases, Pomeranian Medical University in Szczecin, PL-72010 Police, Poland.'}, {'lastname': 'Prowans', 'firstname': 'Piotr', 'initials': 'P', 'affiliation': 'Department of Plastic, Endocrine and General Surgery, Pomeranian Medical University in Szczecin, PL-72010 Police, Poland.'}, {'lastname': 'Czapla', 'firstname': 'Norbert', 'initials': 'N', 'affiliation': 'Department of Plastic, Endocrine and General Surgery, Pomeranian Medical University in Szczecin, PL-72010 Police, Poland.'}, {'lastname': 'Bargiel', 'firstname': 'Piotr', 'initials': 'P', 'affiliation': 'Department of Plastic, Endocrine and General Surgery, Pomeranian Medical University in Szczecin, PL-72010 Police, Poland.'}, {'lastname': 'Petriczko', 'firstname': 'Jan', 'initials': 'J', 'affiliation': 'Department of Plastic, Endocrine and General Surgery, Pomeranian Medical University in Szczecin, PL-72010 Police, Poland.'}, {'lastname': 'Klimowicz', 'firstname': 'Adam', 'initials': 'A', 'affiliation': 'Department of Cosmetic and Pharmaceutical Chemistry, Pomeranian Medical University in Szczecin, PL-70111 Szczecin, Poland.'}]"
33426025,Multidrug Resistance in Enterococci Isolated From Wild Pampas Foxes (,Frontiers in veterinary science,"Enterococci are ubiquitous microorganisms present in various environments and within the gastrointestinal tracts of humans and other animals. Notably, fecal enterococci are suitable indicators for monitoring antimicrobial resistance dissemination. Resistant bacterial strains recovered from the fecal samples of wild animals can highlight important aspects of environmental disturbances. In this report, we investigated antimicrobial susceptibility as well as resistance and virulence genes in fecal enterococci isolated from wild Pampas foxes (",10.3389/fvets.2020.606377,"[{'lastname': 'Oliveira de Araujo', 'firstname': 'Gabriella', 'initials': 'G', 'affiliation': 'Graduate Program in Agricultural and Environmental Microbiology, Institute of Basic Health Sciences, Federal University of Rio Grande Do Sul, Porto Alegre, Brazil.'}, {'lastname': 'Huff', 'firstname': 'Rosana', 'initials': 'R', 'affiliation': 'Graduate Program in Agricultural and Environmental Microbiology, Institute of Basic Health Sciences, Federal University of Rio Grande Do Sul, Porto Alegre, Brazil.'}, {'lastname': 'Favarini', 'firstname': 'Marina Ochoa', 'initials': 'MO', 'affiliation': 'Institute for the Conservation of Neotropical Carnivores- ""Pró-Carnívoros"", Atibaia, Brazil.'}, {'lastname': 'Mann', 'firstname': 'Michele Bertoni', 'initials': 'MB', 'affiliation': 'Graduate Program in Agricultural and Environmental Microbiology, Institute of Basic Health Sciences, Federal University of Rio Grande Do Sul, Porto Alegre, Brazil.'}, {'lastname': 'Peters', 'firstname': 'Felipe Bortolotto', 'initials': 'FB', 'affiliation': 'Institute for the Conservation of Neotropical Carnivores- ""Pró-Carnívoros"", Atibaia, Brazil.'}, {'lastname': 'Frazzon', 'firstname': 'Jeverson', 'initials': 'J', 'affiliation': 'Institute of Food Science and Technology, Federal University of Rio Grande Do Sul, Porto Alegre, Brazil.'}, {'lastname': 'Guedes Frazzon', 'firstname': 'Ana Paula', 'initials': 'AP', 'affiliation': 'Graduate Program in Agricultural and Environmental Microbiology, Institute of Basic Health Sciences, Federal University of Rio Grande Do Sul, Porto Alegre, Brazil.'}]"
33422909,"Nosiheptide analogues as potential antibacterial agents via dehydroalanine region modifications: Semi-synthesis, antimicrobial activity and molecular docking study.",Bioorganic & medicinal chemistry,"The frequent and inappropriate use of antibiotics aggravate the variation and evolution of multidrug-resistant bacteria, posing a serious threat to public health. Nosiheptide (NOS) has excellent lethality against a variety of Gram-positive bacteria, however the physical and chemical drawbacks hamper its routine application in clinical practice. In this study, by using NOS as the starting material, a total of 15 NOS analogues (2a-4e) were semi-synthesized via its dehydroalanine residue reacting with monosubstituted anilines. In vitro antimicrobial susceptibilities of NOS and its analogues against two methicillin-resistant Staphylococcus aureus (MRSA) and vancomycin-resistant Enterococcus faecium (VRE) clinical isolates were determined by broth microdilution assay to determine the minimum inhibitory concentration (MIC). Antimicrobial susceptibility testing data shown that most of the NOS analogues had a better antibacterial effect than the parent compound, with compound 3c exhibiting the highest antibacterial activity against VRE (MIC = 0.0078 mg/L) and MRSA (MIC < 0.0039 mg/L). Molecular docking of synthetic compounds was also performed to verify the binding interactions of NOS analogues with the target. Our data indicated that compound 3c possesses stronger and more complex intermolecular force than other analogues, which is consistent with the results of the biological activity evaluation. Overall, this study identified a number of potential antibacterial NOS analogues that could act as potent therapeutic agents for multidrug-resistant bacterial infections.",10.1016/j.bmc.2020.115970,"[{'lastname': 'Fan', 'firstname': 'Yafei', 'initials': 'Y', 'affiliation': 'Shandong Provincial Key Laboratory of Fluorine Chemistry and Chemical Materials, School of Chemistry and Chemical Engineering, University of Jinan, Jinan 250022, China.'}, {'lastname': 'Chen', 'firstname': 'Hangfei', 'initials': 'H', 'affiliation': 'Department of Clinical Laboratory, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, 310016, China.'}, {'lastname': 'Mu', 'firstname': 'Ning', 'initials': 'N', 'affiliation': 'Shandong Provincial Key Laboratory of Fluorine Chemistry and Chemical Materials, School of Chemistry and Chemical Engineering, University of Jinan, Jinan 250022, China.'}, {'lastname': 'Wang', 'firstname': 'Wengui', 'initials': 'W', 'affiliation': 'Shandong Provincial Key Laboratory of Fluorine Chemistry and Chemical Materials, School of Chemistry and Chemical Engineering, University of Jinan, Jinan 250022, China.'}, {'lastname': 'Zhu', 'firstname': 'Kongkai', 'initials': 'K', 'affiliation': 'School of Biological Science and Technology, University of Jinan, Jinan 250022, China; Drug Discovery and Design Center, State Key Laboratory of Drug Research, Shanghai Institute of Materia Medica, Chinese Academy of Sciences, 555 Zuchongzhi Road, Shanghai 201203, China. Electronic address: bio_zhukk@ujn.edu.cn.'}, {'lastname': 'Ruan', 'firstname': 'Zhi', 'initials': 'Z', 'affiliation': 'Department of Clinical Laboratory, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, 310016, China. Electronic address: r_z@zju.edu.cn.'}, {'lastname': 'Wang', 'firstname': 'Shoufeng', 'initials': 'S', 'affiliation': 'Shandong Provincial Key Laboratory of Fluorine Chemistry and Chemical Materials, School of Chemistry and Chemical Engineering, University of Jinan, Jinan 250022, China. Electronic address: chm_wangsf@ujn.edu.cn.'}]"
33422729,Protection of the intestinal epithelium of poultry against deleterious effects of dietary lectins by a multi-strain bacterial supplement.,Research in veterinary science,"The intake of antinutritional factors produce impairment on the intestinal digestive function, impeding the efficient use of nutrients. Probiotics could be useful in poultry breeding to prevent negative effects of antinutritional factors, like the dietary lectins soybean agglutinin (SBA) and wheat germ agglutinin (WGA). Therefore, this investigation aimed to verify that SBA and wheat, which contains WGA, exert harmful effects on the intestinal mucosa and the digestive system of young poultry, and determine if the administration of probiotics able to capture lectins could counteract their effects. The trials performed demonstrated that a mixture of Bifidobacterium infantis CRL 1395, Enterococcus faecium LET 301, Lactobacillus salivarius LET 201, L. reuteri LET 210, and Propionibacterium acidipropionici LET 103, strains with ex vivo ability to interfere with the interaction of lectins and epithelial cells, has no negative effect on young chickens health. Middle levels of SBA, as well as wheat as a source of WGA, resulted in lower activities of intestinal and brush border enzymes and alterations in the integrity and morphological parameters of the chicks jejunal mucosa. The bacteria blend increased the activity of several digestive enzymes and the intestinal maturation marker alkaline phosphatase in birds fed with a conventional diet. Besides, it partially countered the deleterious effects of increased content of SBA, as well as the negative effect of a dietary source of WGA, on digestive enzymes activity and intestinal mucosa integrity. The results highlight the capability of multifunctional bacterial mixtures to protect the digestive system of avian against residual dietary lectins.",10.1016/j.rvsc.2020.12.020,"[{'lastname': 'Babot', 'firstname': 'Jaime Daniel', 'initials': 'JD', 'affiliation': 'Centro de Referencia para Lactobacilos (CERELA-CCT NOA Sur-CONICET), Chacabuco 145, T4000ILC, San Miguel de Tucumán, Tucumán, Argentina; Centro Científico Tecnológico NOA Sur - CONICET, Crisóstomo Álvarez 722, T4000ILC, San Miguel de Tucumán, Tucumán, Argentina. Electronic address: jbabot@cerela.org.ar.'}, {'lastname': 'Argañaraz-Martínez', 'firstname': 'Eloy', 'initials': 'E', 'affiliation': 'Centro Científico Tecnológico NOA Sur - CONICET, Crisóstomo Álvarez 722, T4000ILC, San Miguel de Tucumán, Tucumán, Argentina; Universidad Nacional de Tucumán, Ayacucho 491, T4000INI, San Miguel de Tucumán, Tucumán, Argentina.'}, {'lastname': 'Quiroga', 'firstname': 'María', 'initials': 'M', 'affiliation': 'Centro Científico Tecnológico NOA Sur - CONICET, Crisóstomo Álvarez 722, T4000ILC, San Miguel de Tucumán, Tucumán, Argentina; Universidad Nacional de Tucumán, Ayacucho 491, T4000INI, San Miguel de Tucumán, Tucumán, Argentina.'}, {'lastname': 'Grande', 'firstname': 'Sonia María', 'initials': 'SM', 'affiliation': 'Centro Científico Tecnológico NOA Sur - CONICET, Crisóstomo Álvarez 722, T4000ILC, San Miguel de Tucumán, Tucumán, Argentina; Universidad Nacional de Tucumán, Ayacucho 491, T4000INI, San Miguel de Tucumán, Tucumán, Argentina.'}, {'lastname': 'Apella', 'firstname': 'María Cristina', 'initials': 'MC', 'affiliation': 'Centro de Referencia para Lactobacilos (CERELA-CCT NOA Sur-CONICET), Chacabuco 145, T4000ILC, San Miguel de Tucumán, Tucumán, Argentina; Centro Científico Tecnológico NOA Sur - CONICET, Crisóstomo Álvarez 722, T4000ILC, San Miguel de Tucumán, Tucumán, Argentina; Universidad Nacional de Tucumán, Ayacucho 491, T4000INI, San Miguel de Tucumán, Tucumán, Argentina.'}, {'lastname': 'Perez Chaia', 'firstname': 'Adriana', 'initials': 'A', 'affiliation': 'Centro de Referencia para Lactobacilos (CERELA-CCT NOA Sur-CONICET), Chacabuco 145, T4000ILC, San Miguel de Tucumán, Tucumán, Argentina; Centro Científico Tecnológico NOA Sur - CONICET, Crisóstomo Álvarez 722, T4000ILC, San Miguel de Tucumán, Tucumán, Argentina; Universidad Nacional de Tucumán, Ayacucho 491, T4000INI, San Miguel de Tucumán, Tucumán, Argentina. Electronic address: apchaia@cerela.org.ar.'}]"
33412630,[Pathogens' distribution and changes of antimicrobial resistance in the bile of acute biliary tract infection patients].,Zhonghua wai ke za zhi [Chinese journal of surgery],,10.3760/cma.j.cn112139-20200717-00559,"[{'lastname': 'Wu', 'firstname': 'Z Y', 'initials': 'ZY', 'affiliation': 'Department of General Surgery,Xinhua Hospital,Affiliated to Shanghai Jiao Tong University School of Medicine,Shanghai Key Laboratory of Biliary Tract Disease Research,Shanghai 200092,China.'}, {'lastname': 'Wu', 'firstname': 'X S', 'initials': 'XS', 'affiliation': 'Department of General Surgery,Xinhua Hospital,Affiliated to Shanghai Jiao Tong University School of Medicine,Shanghai Key Laboratory of Biliary Tract Disease Research,Shanghai 200092,China.'}, {'lastname': 'Yao', 'firstname': 'W Y', 'initials': 'WY', 'affiliation': 'Department of General Surgery,Xinhua Hospital,Affiliated to Shanghai Jiao Tong University School of Medicine,Shanghai Key Laboratory of Biliary Tract Disease Research,Shanghai 200092,China.'}, {'lastname': 'Wang', 'firstname': 'X F', 'initials': 'XF', 'affiliation': 'Department of General Surgery,Xinhua Hospital,Affiliated to Shanghai Jiao Tong University School of Medicine,Shanghai Key Laboratory of Biliary Tract Disease Research,Shanghai 200092,China.'}, {'lastname': 'Quan', 'firstname': 'Z W', 'initials': 'ZW', 'affiliation': 'Department of General Surgery,Xinhua Hospital,Affiliated to Shanghai Jiao Tong University School of Medicine,Shanghai Key Laboratory of Biliary Tract Disease Research,Shanghai 200092,China.'}, {'lastname': 'Gong', 'firstname': 'W', 'initials': 'W', 'affiliation': 'Department of General Surgery,Xinhua Hospital,Affiliated to Shanghai Jiao Tong University School of Medicine,Shanghai Key Laboratory of Biliary Tract Disease Research,Shanghai 200092,China.'}]"
33412230,Whole-genome sequencing analysis reveals the spread of a vanB-carrying transposon among different vancomycin-resistant Enterococcus faecium clinical isolates in a non-endemic setting.,The Journal of hospital infection,"Vancomycin-resistant enterococci (VRE), particularly Enterococcus faecium (VREfm), can cause serious nosocomial infections, and have been responsible for healthcare-associated outbreaks. Spreading of VREfm can occur both clonally and by the dissemination of mobile genetic elements.
To report prospective analysis of whole-genome sequencing (WGS) data, including both core-genome multi-locus sequence typing (cgMLST) and transposon analysis, during a vanB VREfm outbreak.
Screening for vanB-positive VREfm isolates was performed by real-time polymerase chain reaction (PCR) on an overnight enriched broth and, if positive, subculture was performed. vanB-positive VREfm isolates underwent WGS. Generated data were used for molecular typing that was performed by cgMLST using SeqSphere. For transposon characterization, sequence data were mapped against the reference sequence of transposon Tn1549 using CLC Genomics Workbench, or de-novo assemblies were used for BLASTN comparisons.
In total, 1358 real-time PCRs were performed. Two hundred and fifty-one specimens from 207 patients tested positive on PCR for vanB, of which 13 specimens obtained from six patients were identified as vanB VREfm positive on culture. These six patients harboured seven unique isolates belonging to four cluster types: CT118 (N=2), CT2483 (N=3), CT2500 (N=1) and CT2501 (N=1). Transposon analysis revealed the presence of an identical vanB-carrying transposon in the isolates cultured from all six patients that could be linked based on epidemiological data.
A vanB VREfm outbreak occurred in the study hospital, including six patients with isolates belonging to four cluster types. In-depth transposon analysis revealed that dissemination of transposon Tn1549 rather than clonal spread was the cause of the outbreak.",10.1016/j.jhin.2020.12.015,"[{'lastname': 'Nijhuis', 'firstname': 'R H T', 'initials': 'RHT', 'affiliation': 'Laboratory for Medical Microbiology and Medical Immunology, Meander Medical Centre, Amersfoort, The Netherlands. Electronic address: rht.nijhuis@meandermc.nl.'}, {'lastname': 'Chlebowicz-Fliss', 'firstname': 'M A', 'initials': 'MA', 'affiliation': 'University of Groningen, University Medical Centre Groningen, Department of Medical Microbiology and Infection Prevention, Groningen, The Netherlands.'}, {'lastname': 'Smilde', 'firstname': 'A E', 'initials': 'AE', 'affiliation': 'Department of Hygiene and Infection Prevention, Meander Medical Centre, Amersfoort, The Netherlands.'}, {'lastname': 'Rossen', 'firstname': 'J W A', 'initials': 'JWA', 'affiliation': 'University of Groningen, University Medical Centre Groningen, Department of Medical Microbiology and Infection Prevention, Groningen, The Netherlands; Department of Pathology, University of Utah School of Medicine, Salt Lake City, UT, USA.'}, {'lastname': 'Weersink', 'firstname': 'A J L', 'initials': 'AJL', 'affiliation': 'Laboratory for Medical Microbiology and Medical Immunology, Meander Medical Centre, Amersfoort, The Netherlands; Department of Hygiene and Infection Prevention, Meander Medical Centre, Amersfoort, The Netherlands.'}, {'lastname': 'Gigengack-Baars', 'firstname': 'A C M', 'initials': 'ACM', 'affiliation': 'Department of Hygiene and Infection Prevention, Meander Medical Centre, Amersfoort, The Netherlands.'}]"
33411927,"Application of Enterococcus faecium KE82, an Enterocin A-B-P-Producing Strain, as an Adjunct Culture Enhances Inactivation of Listeria monocytogenes during Traditional Protected Designation of Origin Galotyri Processing.",Journal of food protection,"The ability of the enterocin A-B-P-producing Enterococcus faecium KE82 adjunct strain to inactivate Listeria monocytogenes during protected designation of origin Galotyri processing was evaluated. Three trials were conducted with artisan cheeses made from traditionally ""boiled"" (85°C) ewe's milk. The milk was cooled at 42°C and divided in two treatments. A1 milk was inoculated with Streptococcus thermophilus ST1 and Lactococcus lactis subsp. cremoris M78, and A2 was inoculated with the basic starter ST1+M78 plus KE82 (step 1). All milks were fermented at 20 to 22°C for 24 h (step 2), and the curds were drained at 12°C for 72 h (step 3) and then salted with 1.5 to 1.8% salt to obtain the fresh Galotyri cheeses (step 4). These fresh cheeses were then ripened at 4°C for 30 days (step 5). Because artificial listerial contamination in the dairy plant was prohibited, samples of A1 and A2 cheese milk (200 mL) or curd (200 g) were collected after steps 1 through 5, inoculated with L. monocytogenes 10 (3 to 4 log CFU/mL or g), incubated at 37, 22, 12, and 4°C for predefined periods, and analyzed for microbial levels and pH. L. monocytogenes levels declined in all cheese curd portions contaminated after steps 2 through 5 (pH 4.36 to 4.84) when stored at 4 or 12°C for 15 days. The final net reductions in Listeria populations were 2.00-, 1.07-, 0.54-, and 0.61-log greater in the A2 than in the A1 curd portions after steps 2, 3, 4, and 5, respectively. In step 1, conducted to simulate the whole cheese milk fermentation process, L. monocytogenes levels declined by 1.47 log CFU/mL more in the A2 than in the A1 milk portions after 72 h at 22°C; however, slight growth (0.6 log CFU/mL) occurred during the first 6 h at 37°C. E. faecium KE82 was compatible with the starter culture and enhanced inactivation of L. monocytogenes during all steps of Galotyri cheese processing. The antilisterial effects of the combined acid and enterocin were the weakest in the fermenting milks, the strongest in the unsalted fermented curds, and declined again in the salted fresh cheeses.",10.4315/JFP-20-278,"[{'lastname': 'Sameli', 'firstname': 'Nikoletta', 'initials': 'N', 'affiliation': 'Dairy Research Institute, General Directorate of Agricultural Research, Hellenic Agricultural Organization DEMETER, Katsikas, 45221 Ioannina, Greece.\nLaboratory of Food Quality Control and Hygiene, Department of Food Science and Human Nutrition, Agricultural University of Athens, Iera Odos 75, Votanikos, 11855 Athens, Greece.'}, {'lastname': 'Skandamis', 'firstname': 'Panagiotis N', 'initials': 'PN', 'affiliation': 'Laboratory of Food Quality Control and Hygiene, Department of Food Science and Human Nutrition, Agricultural University of Athens, Iera Odos 75, Votanikos, 11855 Athens, Greece.'}, {'lastname': 'Samelis', 'firstname': 'John', 'initials': 'J', 'affiliation': 'Dairy Research Institute, General Directorate of Agricultural Research, Hellenic Agricultural Organization DEMETER, Katsikas, 45221 Ioannina, Greece.\n(ORCID: https://orcid.org/0000-0002-4921-5649 [J.S.]).'}]"
33407856,Economic burden of antibiotic resistance in China: a national level estimate for inpatients.,Antimicrobial resistance and infection control,"Antibiotic resistance (AR) threats public health in China. National-level estimation of economic burden of AR is lacking. We aimed to quantify the economic costs of AR in inpatients in China.
We performed a multicentre and retrospective cohort study including 15,990 patient episodes at four tertiary hospitals in China from 2013 to 2015 to assess the impact of AR on hospital mortality, length of stay, and costs. We estimated the societal economic burden of AR using findings from the cohort study and secondary data from national surveillance hubs and statistical reports.
Patients with multi-drug resistant (MDR) infection or colonisation caused by Staphylococcus aureus, Enterococcus faecalis, Enterococcus faecium, Escherichia coli, Klebsiella pneumonia, Pseudomonas aeruginosa, and Acinetobacter baumannii experienced higher individual patient cost ($3391, 95% uncertainty interval (UI) $3188-3594), longer hospital stay (5.48 days, 95% UI 5.10-5.87 days), and higher in-hospital mortality rates (1.50%, 95% UI 1.29-1.70%). In China, 27.45% of bacterial infection or colonisation that occurred in inpatients were resistant, of which 15.77% were MDR. A societal economic burden attributed to AR was estimated to be $77 billion in 2017, which is equivalent to 0.37% of China's yearly gross domestic product, with $57 billion associated with MDR.
This is the first study to estimate national-level economic burden of AR in China. AR places a significant burden on patient health and healthcare systems. Estimation of economic costs of resistant infection or colonisation is the essential step towards building an economic case for global and national actions to combat AMR.",10.1186/s13756-020-00872-w,"[{'lastname': 'Zhen', 'firstname': 'Xuemei', 'initials': 'X', 'affiliation': 'Center for Health Policy Studies, School of Public Health, Zhejiang University School of Medicine, Hangzhou, China.\nCentre for Health Management and Policy Research, School of Public Health, Cheeloo College of Medicine, (NHC Key Laboratory of Health Economics and Policy Research), Shandong University, Jinan, 250012, China.'}, {'lastname': 'Stålsby Lundborg', 'firstname': 'Cecilia', 'initials': 'C', 'affiliation': 'Department of Global Public Health, Karolinska Institutet, Stockholm, Sweden.'}, {'lastname': 'Sun', 'firstname': 'Xueshan', 'initials': 'X', 'affiliation': 'Center for Health Policy Studies, School of Public Health, Zhejiang University School of Medicine, Hangzhou, China.'}, {'lastname': 'Zhu', 'firstname': 'Nina', 'initials': 'N', 'affiliation': 'National Institute for Health Research (NIHR) Health Protection Research Unit (HPRU) in Healthcare Associated Infections and Antimicrobial Resistance (HCAIs & AMR), Department of Infectious Disease, Imperial College, London, UK.'}, {'lastname': 'Gu', 'firstname': 'Shuyan', 'initials': 'S', 'affiliation': 'Center for Health Policy Studies, School of Public Health, Zhejiang University School of Medicine, Hangzhou, China.\nCenter for Health Policy and Management Studies, Nanjing University, Nanjing, China.'}, {'lastname': 'Dong', 'firstname': 'Hengjin', 'initials': 'H', 'affiliation': 'Center for Health Policy Studies, School of Public Health, Zhejiang University School of Medicine, Hangzhou, China. donghj@zju.edu.cn.\nThe Fourth Affiliated Hospital Zhejiang University School of Medicine, Yiwu, China. donghj@zju.edu.cn.'}]"
33404518,Investigation of the environmental presence of multidrug-resistant bacteria at small animal hospitals in Hungary.,Acta veterinaria Hungarica,"Multidrug-resistant bacteria can cause severe nosocomial infections in both human and veterinary clinics. The aim of this study was to investigate the presence and antibiotic susceptibility of Enterococcus, Staphylococcus and Pseudomonas strains at four small animal clinics of Hungary in 2018, as these bacteria can reliably represent the level of antimicrobial resistance in the investigated environment. A total of 177 Staphylococcus colonies were found, including 22 Staphylococcus pseudintermedius and 13 Staphylococcus aureus. As regards enterococci, 9 Enterococcus faecium, 2 E. faecalis and further 286 Enterococcus strains were isolated. The number of Pseudomonas aeruginosa isolates (n = 34) was considered too low for relevant susceptibility testing. Among staphylococci, the highest resistance was found to sulphamethoxazole (82.9%), penicillin (65.7%) and erythromycin (54.3%), while in the case of enterococci, resistance to norfloxacin and rifampicin was the most common, with 25.5% of the strains being resistant to both antibiotics. Ten methicillin-resistant S. pseudintermedius (MRSP) and six vancomycin-resistant Enterococcus (VRE) strains could be identified. Only 5.7% of the Staphylococcus isolates were susceptible to all tested agents, while this ratio was 36.2% among enterococci. The results of this study have revealed a high prevalence of antibiotic-resistant bacteria in Hungarian small animal clinics, which highlights the importance of regular disinfection processes and stringent hygiene measures in veterinary clinics.",10.1556/004.2020.00055,"[{'lastname': 'Kerek', 'firstname': 'Ádám', 'initials': 'Á', 'affiliation': '1Department of Pharmacology and Toxicology, University of Veterinary Medicine, István u. 2, H-1078 Budapest, Hungary.'}, {'lastname': 'Sterczer', 'firstname': 'Ágnes', 'initials': 'Á', 'affiliation': '2Department and Clinic of Internal Medicine, University of Veterinary Medicine, István u. 2, H-1078 Budapest, Hungary.'}, {'lastname': 'Somogyi', 'firstname': 'Zoltán', 'initials': 'Z', 'affiliation': '1Department of Pharmacology and Toxicology, University of Veterinary Medicine, István u. 2, H-1078 Budapest, Hungary.'}, {'lastname': 'Kovács', 'firstname': 'Dóra', 'initials': 'D', 'affiliation': '1Department of Pharmacology and Toxicology, University of Veterinary Medicine, István u. 2, H-1078 Budapest, Hungary.'}, {'lastname': 'Jerzsele', 'firstname': 'Ákos', 'initials': 'Á', 'affiliation': '1Department of Pharmacology and Toxicology, University of Veterinary Medicine, István u. 2, H-1078 Budapest, Hungary.'}]"
