pubmed_id,paper:title,paper:doi,paper:authors,paper:keywords
33153412,Multifocal joint infection caused by ,10.1080/24725625.2020.1847429,"[{'lastname': 'Amaro', 'firstname': 'Pedro', 'initials': 'P', 'affiliation': 'Hospital Beatriz Ângelo, Loures, Portugal.'}, {'lastname': 'Ferreira', 'firstname': 'José', 'initials': 'J', 'affiliation': 'Hospital Beatriz Ângelo, Loures, Portugal.'}, {'lastname': 'Viegas', 'firstname': 'Rui', 'initials': 'R', 'affiliation': 'Hospital Beatriz Ângelo, Loures, Portugal.'}, {'lastname': 'Cardoso', 'firstname': 'Afonso', 'initials': 'A', 'affiliation': 'Hospital Beatriz Ângelo, Loures, Portugal.'}, {'lastname': 'Correia', 'firstname': 'João', 'initials': 'J', 'affiliation': 'Hospital Beatriz Ângelo, Loures, Portugal.'}, {'lastname': 'Maurício', 'firstname': 'Hélder', 'initials': 'H', 'affiliation': 'Hospital Beatriz Ângelo, Loures, Portugal.'}]","[' Enteroccocus gallinarum; ', 'joint infection; ', 'vancomycin-resistant']"
33102652,Whole genome sequencing data of a clinical ,10.1016/j.dib.2020.106370,"[{'lastname': 'Mastor', 'firstname': 'Nur Nashyiroh', 'initials': 'NN', 'affiliation': 'Department of Pathobiology & Medical Diagnostics, Faculty of Medicine and Health Sciences, University Malaysia Sabah, Sabah, Malaysia.\nBiotechnology Research Institute, University Malaysia Sabah, Sabah, Malaysia.'}, {'lastname': 'Subbiah', 'firstname': 'Vijay Kumar', 'initials': 'VK', 'affiliation': 'Biotechnology Research Institute, University Malaysia Sabah, Sabah, Malaysia.'}, {'lastname': 'Bakar', 'firstname': 'Wan Nazirah Wan Abu', 'initials': 'WNWA', 'affiliation': 'Department of Pathology, Queen Elizabeth Hospital, Kota Kinabalu, Sabah, Malaysia.'}, {'lastname': 'Begum', 'firstname': 'Khurshida', 'initials': 'K', 'affiliation': 'Department of Pharmacy Practice and Translational Research, University of Houston College of Pharmacy, Houston, TX, United States.'}, {'lastname': 'Alam', 'firstname': 'M Jahangir', 'initials': 'MJ', 'affiliation': 'Department of Pharmacy Practice and Translational Research, University of Houston College of Pharmacy, Houston, TX, United States.'}, {'lastname': 'Hoque', 'firstname': 'Mohammad Zahirul', 'initials': 'MZ', 'affiliation': 'Department of Pathobiology & Medical Diagnostics, Faculty of Medicine and Health Sciences, University Malaysia Sabah, Sabah, Malaysia.'}]","['Antibiotic sensitivity and resistance', 'Borneo', 'Enterococcus gallinarum', 'Sabah', 'Whole genome sequencing']"
33845171,"High-yield production of (R)-acetoin in Saccharomyces cerevisiae by deleting genes for NAD(P)H-dependent ketone reductases producing meso-2,3-butanediol and 2,3-dimethylglycerate.",10.1016/j.ymben.2021.04.001,"[{'lastname': 'Bae', 'firstname': 'Sang-Jeong', 'initials': 'SJ', 'affiliation': 'School of Chemical and Biological Engineering, Institute of Chemical Processes, Seoul National University, 1 Gwanak-ro, Gwanak-gu, Seoul, 08826, Republic of Korea.'}, {'lastname': 'Kim', 'firstname': 'Sujin', 'initials': 'S', 'affiliation': 'School of Chemical and Biological Engineering, Institute of Chemical Processes, Seoul National University, 1 Gwanak-ro, Gwanak-gu, Seoul, 08826, Republic of Korea.'}, {'lastname': 'Park', 'firstname': 'Hyun June', 'initials': 'HJ', 'affiliation': ""Department of Biotechnology, Duksung Women's University, 33 Samyang-ro 144-gil, Dobong-gu, Seoul, 01369, Republic of Korea.""}, {'lastname': 'Kim', 'firstname': 'Joonwon', 'initials': 'J', 'affiliation': 'School of Chemical and Biological Engineering, Institute of Chemical Processes, Seoul National University, 1 Gwanak-ro, Gwanak-gu, Seoul, 08826, Republic of Korea.'}, {'lastname': 'Jin', 'firstname': 'Hyunbin', 'initials': 'H', 'affiliation': 'School of Chemical and Biological Engineering, Institute of Chemical Processes, Seoul National University, 1 Gwanak-ro, Gwanak-gu, Seoul, 08826, Republic of Korea.'}, {'lastname': 'Kim', 'firstname': 'Byung-Gee', 'initials': 'BG', 'affiliation': 'School of Chemical and Biological Engineering, Institute of Chemical Processes, Seoul National University, 1 Gwanak-ro, Gwanak-gu, Seoul, 08826, Republic of Korea.'}, {'lastname': 'Hahn', 'firstname': 'Ji-Sook', 'initials': 'JS', 'affiliation': 'School of Chemical and Biological Engineering, Institute of Chemical Processes, Seoul National University, 1 Gwanak-ro, Gwanak-gu, Seoul, 08826, Republic of Korea. Electronic address: hahnjs@snu.ac.kr.'}]","['(R)-acetoin', '2,3-butanediol', '2,3-dimethylglycerate', 'NAD(P)H-dependent ketone reductase', 'Saccharomyces cerevisiae']"
33839507,Evaluation of seed associated endophytic bacteria from tolerant chilli cv. Firingi Jolokia for their biocontrol potential against bacterial wilt disease.,10.1016/j.micres.2021.126751,"[{'lastname': 'Dowarah', 'firstname': 'Bhaskar', 'initials': 'B', 'affiliation': 'Department of Botany, Gauhati University, Jalukbari, Guwahati, Assam, 781014, India; Department of Botany, Bahona College, Bahona, Jorhat, Assam, 785101, India.'}, {'lastname': 'Agarwal', 'firstname': 'Heena', 'initials': 'H', 'affiliation': 'Department of Botany, Gauhati University, Jalukbari, Guwahati, Assam, 781014, India; Department of Botany, Pandit Deendayal Upadhyaya Adarsha Mahavidyalaya, Behali, Biswanath, Assam, 784184, India.'}, {'lastname': 'Krishnatreya', 'firstname': 'Debasish B', 'initials': 'DB', 'affiliation': 'Department of Botany, Gauhati University, Jalukbari, Guwahati, Assam, 781014, India; Department of Botany, Suren Das College, Hajo, Kamrup, Assam, 781102, India.'}, {'lastname': 'Sharma', 'firstname': 'Pankaj Losan', 'initials': 'PL', 'affiliation': 'Department of Molecular Biology and Biotechnology, Tezpur University, Tezpur, Assam, 784028, India.'}, {'lastname': 'Kalita', 'firstname': 'Nilamjyoti', 'initials': 'N', 'affiliation': 'Department of Botany, Gauhati University, Jalukbari, Guwahati, Assam, 781014, India.'}, {'lastname': 'Agarwala', 'firstname': 'Niraj', 'initials': 'N', 'affiliation': 'Department of Botany, Gauhati University, Jalukbari, Guwahati, Assam, 781014, India. Electronic address: niraj_botany@gauhati.ac.in.'}]","['Bacterial wilt', 'Bioactive metabolite', 'Biocontrol', 'Endophytic bacteria', 'GC-HRMS', 'Plant growth promotion', 'Ralstonia solanacearum']"
33832972,Cyclic di-AMP Oversight of Counter-Ion Osmolyte Pools Impacts Intrinsic Cefuroxime Resistance in Lactococcus lactis.,"10.1128/mBio.00324-21
10.1038/nrmicro3069
10.1093/nar/gkaa112
10.1128/JB.00462-18
10.1016/j.tim.2017.09.003
10.1111/mmi.13622
10.1126/scisignal.aal3011
10.1371/journal.pgen.1007342
10.1111/mmi.14479
10.1016/j.chom.2015.05.006
10.1074/jbc.M117.818716
10.1038/nrmicro2333
10.1371/journal.ppat.1002217
10.1111/j.1365-2958.2011.07953.x
10.1128/AAC.05148-11
10.1128/mBio.00282-13
10.1128/JB.00845-15
10.1093/jac/dkz013
10.1128/AAC.00594-10
10.1128/AAC.00091-18
10.1128/mBio.02882-20
10.1111/mmi.13281
10.1371/journal.ppat.1007537
10.1111/1462-2920.15008
10.1371/journal.pgen.1007574
10.1128/JB.00028-19
10.1073/pnas.1308523110
10.1128/jb.176.11.3393-3396.1994
10.1038/s41467-020-14441-7
10.1016/j.str.2013.07.020
10.1128/jb.169.6.2755-2761.1987
10.1074/jbc.M500522200
10.1128/JB.00685-15
10.1128/aac.9.2.208
10.1146/annurev-micro-020518-115943
10.1128/JB.00307-20
10.1016/j.mib.2017.10.015
10.1371/journal.pgen.1009092
10.1073/pnas.1704756114
10.1126/sciadv.abd7697
10.1016/S0021-9258(17)42113-2
10.1007/s00294-017-0734-3
10.1186/1475-2859-10-12
10.1128/JB.00150-19
10.1128/JB.00138-20
10.1128/JB.181.7.2192-2198.1999
10.1002/bmb.20532
10.1111/j.1365-2672.1993.tb05195.x
10.1111/j.1574-6968.1997.tb12726.x
10.1099/mic.0.2007/005835-0
10.1128/JB.00285-06
10.1016/0003-2697(88)90468-x
10.1016/j.ymben.2017.04.007","[{'lastname': 'Pham', 'firstname': 'Huong Thi', 'initials': 'HT', 'affiliation': 'School of Agriculture and Food Sciences, University of Queensland, Brisbane, Queensland, Australia.\nThe University of Danang, University of Science and Technology, Da Nang, Vietnam.'}, {'lastname': 'Shi', 'firstname': 'Wen', 'initials': 'W', 'affiliation': 'School of Agriculture and Food Sciences, University of Queensland, Brisbane, Queensland, Australia.'}, {'lastname': 'Xiang', 'firstname': 'Yuwei', 'initials': 'Y', 'affiliation': 'School of Agriculture and Food Sciences, University of Queensland, Brisbane, Queensland, Australia.'}, {'lastname': 'Foo', 'firstname': 'Su Yi', 'initials': 'SY', 'affiliation': 'School of Agriculture and Food Sciences, University of Queensland, Brisbane, Queensland, Australia.'}, {'lastname': 'Plan', 'firstname': 'Manuel R', 'initials': 'MR', 'affiliation': 'Australian Institute for Bioengineering and Nanotechnology, University of Queensland, Brisbane, Queensland, Australia.\nMetabolomics Australia, AIBN, The University of Queensland, Brisbane, Queensland, Australia.'}, {'lastname': 'Courtin', 'firstname': 'Pascal', 'initials': 'P', 'affiliation': 'Université Paris-Saclay, INRAE, AgroParisTech, Micalis Institute, Jouy-en-Josas, France.'}, {'lastname': 'Chapot-Chartier', 'firstname': 'Marie-Pierre', 'initials': 'MP', 'affiliation': 'Université Paris-Saclay, INRAE, AgroParisTech, Micalis Institute, Jouy-en-Josas, France.'}, {'lastname': 'Smid', 'firstname': 'Eddy J', 'initials': 'EJ', 'affiliation': 'Laboratory of Food Microbiology, Wageningen University and Research, Wageningen, The Netherlands.'}, {'lastname': 'Liang', 'firstname': 'Zhao-Xun', 'initials': 'ZX', 'affiliation': 'School of Biological Sciences, Nanyang Technological University, Singapore.'}, {'lastname': 'Marcellin', 'firstname': 'Esteban', 'initials': 'E', 'affiliation': 'Australian Institute for Bioengineering and Nanotechnology, University of Queensland, Brisbane, Queensland, Australia.'}, {'lastname': 'Turner', 'firstname': 'Mark S', 'initials': 'MS', 'affiliation': 'School of Agriculture and Food Sciences, University of Queensland, Brisbane, Queensland, Australia m.turner2@uq.edu.au.\nQueensland Alliance for Agriculture and Food Innovation, University of Queensland, Brisbane, Queensland, Australia.'}]","['Lactococcus', 'antibiotic resistance', 'cyclic di-AMP', 'lactic acid bacteria', 'osmolyte', 'osmolytes', 'osmoregulation', 'regulation', 'second messenger']"
33823920,Stimulation of regulatory T cells with Lactococcus lactis expressing enterotoxigenic E. coli colonization factor antigen 1 retains salivary flow in a genetic model of Sjögren's syndrome.,10.1186/s13075-021-02475-1,"[{'lastname': 'Akgul', 'firstname': 'Ali', 'initials': 'A', 'affiliation': 'Department of Infectious Diseases & Immunology, College of Veterinary Medicine, University of Florida, P.O. Box\xa0110880, Gainesville, FL, 32611, United States.'}, {'lastname': 'Maddaloni', 'firstname': 'Massimo', 'initials': 'M', 'affiliation': 'Department of Infectious Diseases & Immunology, College of Veterinary Medicine, University of Florida, P.O. Box\xa0110880, Gainesville, FL, 32611, United States.'}, {'lastname': 'Jun', 'firstname': 'Sang Mu', 'initials': 'SM', 'affiliation': 'Department of Infectious Diseases & Immunology, College of Veterinary Medicine, University of Florida, P.O. Box\xa0110880, Gainesville, FL, 32611, United States.'}, {'lastname': 'Nelson', 'firstname': 'Andrew S', 'initials': 'AS', 'affiliation': 'Department of Infectious Diseases & Immunology, College of Veterinary Medicine, University of Florida, P.O. Box\xa0110880, Gainesville, FL, 32611, United States.'}, {'lastname': 'Odreman', 'firstname': 'Vanessa Aguilera', 'initials': 'VA', 'affiliation': 'Department of Infectious Diseases & Immunology, College of Veterinary Medicine, University of Florida, P.O. Box\xa0110880, Gainesville, FL, 32611, United States.'}, {'lastname': 'Hoffman', 'firstname': 'Carol', 'initials': 'C', 'affiliation': 'Department of Infectious Diseases & Immunology, College of Veterinary Medicine, University of Florida, P.O. Box\xa0110880, Gainesville, FL, 32611, United States.'}, {'lastname': 'Bhagyaraj', 'firstname': 'Ella', 'initials': 'E', 'affiliation': 'Department of Infectious Diseases & Immunology, College of Veterinary Medicine, University of Florida, P.O. Box\xa0110880, Gainesville, FL, 32611, United States.'}, {'lastname': 'Voigt', 'firstname': 'Alexandria', 'initials': 'A', 'affiliation': 'Department of Infectious Diseases & Immunology, College of Veterinary Medicine, University of Florida, P.O. Box\xa0110880, Gainesville, FL, 32611, United States.'}, {'lastname': 'Abbott', 'firstname': 'Jeffrey R', 'initials': 'JR', 'affiliation': 'Department of Veterinary Microbiology & Pathology, Washington State University, P.O. Box 647040, Pullman, WA, 99164, United States.'}, {'lastname': 'Nguyen', 'firstname': 'Cuong Q', 'initials': 'CQ', 'affiliation': 'Department of Infectious Diseases & Immunology, College of Veterinary Medicine, University of Florida, P.O. Box\xa0110880, Gainesville, FL, 32611, United States.'}, {'lastname': 'Pascual', 'firstname': 'David W', 'initials': 'DW', 'affiliation': 'Department of Infectious Diseases & Immunology, College of Veterinary Medicine, University of Florida, P.O. Box\xa0110880, Gainesville, FL, 32611, United States. pascuald@ufl.edu.'}]","['Antigen 1, IL-10, TGF-β', 'Colonization factor', 'Lactococcus lactis', 'Regulatory T cells', 'Sjogren’s syndrome']"
33823661,Structural and biophysical characterization of the tandem substrate-binding domains of the ABC importer GlnPQ.,10.1098/rsob.200406,"[{'lastname': 'Ploetz', 'firstname': 'Evelyn', 'initials': 'E', 'affiliation': 'Molecular Microscopy Research Group, Zernike Institute for Advanced Materials, University of Groningen, Nijenborgh 4, 9747 AG Groningen, The Netherlands.\nDepartment of Chemistry, Center for Nanosciences (CeNS) and Center for Integrated Proteins Science Munich (CiPSM), Ludwig Maximilians-Universität München, Butenandtstraße 11, 81377 Munich, Germany.'}, {'lastname': 'Schuurman-Wolters', 'firstname': 'Gea K', 'initials': 'GK', 'affiliation': 'Groningen Biomolecular Science and Biotechnology Institute, Zernike Institute for Advanced Materials, University of Groningen, Nijenborgh 4, 9747 AG Groningen, The Netherlands.'}, {'lastname': 'Zijlstra', 'firstname': 'Niels', 'initials': 'N', 'affiliation': 'Physical and Synthetic Biology, Faculty of Biology, Großhaderner Straße 2-4, Ludwig-Maximilians-Universität München, 82152 Planegg-Martinsried, Germany.'}, {'lastname': 'Jager', 'firstname': 'Amarins W', 'initials': 'AW', 'affiliation': 'Groningen Biomolecular Science and Biotechnology Institute, Zernike Institute for Advanced Materials, University of Groningen, Nijenborgh 4, 9747 AG Groningen, The Netherlands.'}, {'lastname': 'Griffith', 'firstname': 'Douglas A', 'initials': 'DA', 'affiliation': 'Physical and Synthetic Biology, Faculty of Biology, Großhaderner Straße 2-4, Ludwig-Maximilians-Universität München, 82152 Planegg-Martinsried, Germany.'}, {'lastname': 'Guskov', 'firstname': 'Albert', 'initials': 'A', 'affiliation': 'Groningen Biomolecular Science and Biotechnology Institute, Zernike Institute for Advanced Materials, University of Groningen, Nijenborgh 4, 9747 AG Groningen, The Netherlands.\nMoscow Institute of Physics and Technology (MIPT), Institutskiy Pereulok 9, Dolgoprudny, Moscow Region 141701, Russian Federation.'}, {'lastname': 'Gouridis', 'firstname': 'Giorgos', 'initials': 'G', 'affiliation': 'Molecular Microscopy Research Group, Zernike Institute for Advanced Materials, University of Groningen, Nijenborgh 4, 9747 AG Groningen, The Netherlands.\nStructural Biology Division, Institute of Molecular Biology and Biotechnology (IMBB-FORTH), Nikolaou Plastira 100, Heraklion, Crete, Greece.'}, {'lastname': 'Poolman', 'firstname': 'Bert', 'initials': 'B', 'affiliation': 'Groningen Biomolecular Science and Biotechnology Institute, Zernike Institute for Advanced Materials, University of Groningen, Nijenborgh 4, 9747 AG Groningen, The Netherlands.'}, {'lastname': 'Cordes', 'firstname': 'Thorben', 'initials': 'T', 'affiliation': 'Molecular Microscopy Research Group, Zernike Institute for Advanced Materials, University of Groningen, Nijenborgh 4, 9747 AG Groningen, The Netherlands.\nPhysical and Synthetic Biology, Faculty of Biology, Großhaderner Straße 2-4, Ludwig-Maximilians-Universität München, 82152 Planegg-Martinsried, Germany.'}]","['ABC transporter', 'Förster resonance energy transfer', 'protein-induced fluorescence enhancement', 'single-molecule spectroscopy', 'substrate-binding protein', 'tandem substrate-binding domains']"
33837023,Epidural abscess related to ,10.1136/bcr-2020-239295,"[{'lastname': ""Prod'homme"", 'firstname': 'Marc', 'initials': 'M', 'affiliation': 'Neuro Orthopedic Center, La Source College of Health, Lausanne, Vaud, Switzerland marcprod86@gmail.com.'}, {'lastname': 'Grasset', 'firstname': 'Didier', 'initials': 'D', 'affiliation': 'Neuro Orthopedic Center, La Source College of Health, Lausanne, Vaud, Switzerland.'}, {'lastname': 'Chalaron', 'firstname': 'Marc', 'initials': 'M', 'affiliation': 'Radiology, La Source College of Health, Lausanne, Vaud, Switzerland.'}, {'lastname': 'Boscherini', 'firstname': 'Duccio', 'initials': 'D', 'affiliation': 'Neuro Orthopedic Center, La Source College of Health, Lausanne, Vaud, Switzerland.'}]","['infections', 'orthopaedics']"
33813017,Antimicrobial photodynamic therapy mediated by methylene blue coupled to β-cyclodextrin reduces early colonizers microorganisms from the oral biofilm.,10.1016/j.pdpdt.2021.102283,"[{'lastname': 'de Paula', 'firstname': 'Gabriela Santana', 'initials': 'GS', 'affiliation': 'Department of Health Sciences and Pediatric Dentistry, Piracicaba Dental School, University of Campinas, UNICAMP, Av. Limeira, 901 - Areião, Piracicaba, SP, 13414-903, Brazil. Electronic address: gabispaula@hotmail.com.'}, {'lastname': 'Oliveira', 'firstname': 'Mateus Cardoso', 'initials': 'MC', 'affiliation': 'Department of Oral Diagnosis, Piracicaba Dental School, University of Campinas, UNICAMP, Av. Limeira, 901 - Areião, Piracicaba, SP, 13414-903, Brazil. Electronic address: mateus_oc1@hotmail.com.'}, {'lastname': 'Sales', 'firstname': 'Luciana Solera', 'initials': 'LS', 'affiliation': 'Department of Health Sciences and Pediatric Dentistry, Piracicaba Dental School, University of Campinas, UNICAMP, Av. Limeira, 901 - Areião, Piracicaba, SP, 13414-903, Brazil. Electronic address: Luciana_9891@hotmail.com.'}, {'lastname': 'Boriollo', 'firstname': 'Marcelo', 'initials': 'M', 'affiliation': 'Department of Oral Diagnosis, Piracicaba Dental School, University of Campinas, UNICAMP, Av. Limeira, 901 - Areião, Piracicaba, SP, 13414-903, Brazil. Electronic address: marcelofgb@yahoo.com.br.'}, {'lastname': 'Azevedo Rodrigues', 'firstname': 'Lidiany Karla', 'initials': 'LK', 'affiliation': 'Department of Operative Dentistry, Faculty of Pharmacy, Dentistry and Nursing, Federal University of Ceará, Fortaleza, CE, Zip Code: 60430-170, Brazil. Electronic address: lidianykarla@ufc.br.'}, {'lastname': 'Nobre-Dos-Santos', 'firstname': 'Marinês', 'initials': 'M', 'affiliation': 'Department of Health Sciences and Pediatric Dentistry, Piracicaba Dental School, University of Campinas, UNICAMP, Av. Limeira, 901 - Areião, Piracicaba, SP, 13414-903, Brazil. Electronic address: mnobre@unicamp.br.'}, {'lastname': 'Steiner-Oliveira', 'firstname': 'Carolina', 'initials': 'C', 'affiliation': 'Department of Health Sciences and Pediatric Dentistry, Piracicaba Dental School, University of Campinas, UNICAMP, Av. Limeira, 901 - Areião, Piracicaba, SP, 13414-903, Brazil. Electronic address: csteiner@unicamp.br.'}]","['Biofilms', 'Nanoparticles', 'Photodynamic therapy', 'Streptococcus gordonii', 'Streptococcus mitis', 'Streptococcus oralis', 'Streptococcus sanguis']"
33806541,"Urgent Vitrectomy with Vancomycin Infusion, Silicone Oil Endotamponade, and General Antibiotic Treatment in Multiple Cases of Endophthalmitis from a Single Day of Intravitreal Injections-Case Series.",10.3390/jcm10051059,"[{'lastname': 'Pietras-Baczewska', 'firstname': 'Agata', 'initials': 'A', 'affiliation': 'Department of General Ophthalmology, Medical University of Lublin, 20-059 Lublin, Poland.'}, {'lastname': 'Jasińska', 'firstname': 'Ewa', 'initials': 'E', 'affiliation': 'Department of General Ophthalmology, Medical University of Lublin, 20-059 Lublin, Poland.'}, {'lastname': 'Toro', 'firstname': 'Mario Damiano', 'initials': 'MD', 'affiliation': 'Department of General Ophthalmology, Medical University of Lublin, 20-059 Lublin, Poland.\nFaculty of Medicine, Collegium Medicum Cardinal Stefan Wyszyński University, 01-815 Warsaw, Poland.'}, {'lastname': 'Bonfiglio', 'firstname': 'Vincenza', 'initials': 'V', 'affiliation': 'Department of Experimental Biomedicine and Clinical Neuroscience, Ophthalmology Section, University of Palermo, 90133 Palermo, Italy.'}, {'lastname': 'Reibaldi', 'firstname': 'Michele', 'initials': 'M', 'affiliation': 'Department of Surgical Sciences, Eye Clinic Section, University of Turin, 10124 Turin, Italy.'}, {'lastname': 'Avitabile', 'firstname': 'Teresio', 'initials': 'T', 'affiliation': 'Department of Ophthalmology, University of Catania, 95124 Catania, Italy.'}, {'lastname': 'Nowomiejska', 'firstname': 'Katarzyna', 'initials': 'K', 'affiliation': 'Department of General Ophthalmology, Medical University of Lublin, 20-059 Lublin, Poland.'}, {'lastname': 'Rejdak', 'firstname': 'Robert', 'initials': 'R', 'affiliation': 'Department of General Ophthalmology, Medical University of Lublin, 20-059 Lublin, Poland.'}]","['Streptococcus mitis/oralis', 'bacterial endophthalmitis', 'endophthalmitis treatment', 'post-injection endophthalmitis']"
33791285,Assessing the Potential Association Between Microbes and Corrosion of Intra-Oral Metallic Alloy-Based Dental Appliances Through a Systematic Review of the Literature.,10.3389/fbioe.2021.631103,"[{'lastname': 'Gopalakrishnan', 'firstname': 'Umarevathi', 'initials': 'U', 'affiliation': 'Department of Orthodontics, Sri Venkateswara Dental College and Hospital, Chennai, India.'}, {'lastname': 'Felicita', 'firstname': 'A Sumathi', 'initials': 'AS', 'affiliation': 'Department of Orthodontics, Saveetha Dental College, Saveetha Institute of Medical and Technical Sciences, Saveetha University, Chennai, India.'}, {'lastname': 'Mahendra', 'firstname': 'Lodd', 'initials': 'L', 'affiliation': 'Department of Orthodontics, Sri Venkateswara Dental College and Hospital, Chennai, India.'}, {'lastname': 'Kanji', 'firstname': 'Masroor Ahmed', 'initials': 'MA', 'affiliation': 'Department of Prosthodontics, College of Applied Sciences, King Khalid University, Abha, Saudi Arabia.'}, {'lastname': 'Varadarajan', 'firstname': 'Saranya', 'initials': 'S', 'affiliation': 'Department of Oral Pathology and Microbiology, Sri Venkateswara Dental College and Hospital, Chennai, India.'}, {'lastname': 'Raj', 'firstname': 'A Thirumal', 'initials': 'AT', 'affiliation': 'Department of Oral Pathology and Microbiology, Sri Venkateswara Dental College and Hospital, Chennai, India.'}, {'lastname': 'Feroz', 'firstname': 'Shaikh Mohammed Abdul', 'initials': 'SMA', 'affiliation': 'Department of Prosthetic Dental Sciences, College of Dentistry, Jazan University, Jazan, Saudi Arabia.'}, {'lastname': 'Mehta', 'firstname': 'Deepak', 'initials': 'D', 'affiliation': 'Department of Preventive and Restorative Dentistry, College of Dental Medicine, University of Sharjah, Sharjah, United Arab Emirates.'}, {'lastname': 'Baeshen', 'firstname': 'Hosam Ali', 'initials': 'HA', 'affiliation': 'Department of Orthodontics, College of Dentistry, King Abdulaziz University, Jeddah, Saudi Arabia.'}, {'lastname': 'Patil', 'firstname': 'Shankargouda', 'initials': 'S', 'affiliation': 'Division of Oral Pathology, Department of Maxillofacial Surgery and Diagnostic Sciences, College of Dentistry, Jazan University, Jazan, Saudi Arabia.'}]","['corrosion', 'metallic alloys', 'microorganism', 'oral', 'prosthesis']"
33786671,Effect of cetrimide 2% with and without photodynamic therapy to reduce Streptococcus mutans burden in dentinal carious lesions.,10.1007/s10103-021-03300-6,"[{'lastname': 'Moro', 'firstname': 'Gabriele Giorgi', 'initials': 'GG', 'affiliation': 'Department of Restorative Dentistry, Pontifical Catholic University of Campinas (PUC Campinas), Campinas, SP, Brazil.'}, {'lastname': 'Massat', 'firstname': 'Natalia Cunha', 'initials': 'NC', 'affiliation': 'Center for Life Sciences, Postgraduate Program in Health Sciences, PUC Campinas, Av. John Boyd Dunlop, s/n, Campinas, SP, 13034-685, Brazil.'}, {'lastname': 'Grandizoli', 'firstname': 'Diana Roberta Pereira', 'initials': 'DRP', 'affiliation': 'Center for Life Sciences, Postgraduate Program in Health Sciences, PUC Campinas, Av. John Boyd Dunlop, s/n, Campinas, SP, 13034-685, Brazil.'}, {'lastname': 'Junior', 'firstname': 'Augusto Etchegaray', 'initials': 'AE', 'affiliation': 'Center for Life Sciences, Postgraduate Program in Health Sciences, PUC Campinas, Av. John Boyd Dunlop, s/n, Campinas, SP, 13034-685, Brazil.'}, {'lastname': 'Degasperi', 'firstname': 'Giovanna Rosa', 'initials': 'GR', 'affiliation': 'Center for Health Sciences, PUC-Campinas, Campinas, SP, Brazil.'}, {'lastname': 'Fontana', 'firstname': 'Carlos Eduardo', 'initials': 'CE', 'affiliation': 'Center for Life Sciences, Postgraduate Program in Health Sciences, PUC Campinas, Av. John Boyd Dunlop, s/n, Campinas, SP, 13034-685, Brazil.'}, {'lastname': 'Pinheiro', 'firstname': 'Sérgio Luiz', 'initials': 'SL', 'affiliation': 'Center for Life Sciences, Postgraduate Program in Health Sciences, PUC Campinas, Av. John Boyd Dunlop, s/n, Campinas, SP, 13034-685, Brazil. slpinho@puc-campinas.edu.br.'}]","['Cavity disinfection', 'Cetrimide (cetrimonium)', 'Laser irradiation', 'Photodynamic therapy', 'S. mutans']"
33837023,Epidural abscess related to ,10.1136/bcr-2020-239295,"[{'lastname': ""Prod'homme"", 'firstname': 'Marc', 'initials': 'M', 'affiliation': 'Neuro Orthopedic Center, La Source College of Health, Lausanne, Vaud, Switzerland marcprod86@gmail.com.'}, {'lastname': 'Grasset', 'firstname': 'Didier', 'initials': 'D', 'affiliation': 'Neuro Orthopedic Center, La Source College of Health, Lausanne, Vaud, Switzerland.'}, {'lastname': 'Chalaron', 'firstname': 'Marc', 'initials': 'M', 'affiliation': 'Radiology, La Source College of Health, Lausanne, Vaud, Switzerland.'}, {'lastname': 'Boscherini', 'firstname': 'Duccio', 'initials': 'D', 'affiliation': 'Neuro Orthopedic Center, La Source College of Health, Lausanne, Vaud, Switzerland.'}]","['infections', 'orthopaedics']"
